78730;Lauterbach
;
55595;Sommerloch
88356;Ostrach
73271;Holzmaden
55595;Hargesheim
75328;Schömberg
77716;Haslach
NN;Gutsbezirk Spessart
56412;Niedererbach
67280;Ebertsheim
66709;Weiskirchen
73663;Berglen
59581;Warstein
56357;Buch
56825;Gevenich
74545;Hinterziegelhalden
34439;Willebadessen
54317;Korlingen
74336;Brackenheim
34329;Nieste
35083;Wetter (Hessen)
78655;Dunningen
54534;Musweiler
67808;Schweisweiler
35708;Haiger
73453;Wahlenhalden
32289;Rödinghausen
64395;Brensbach
52074;Aachen
54636;Idesheim
66440;Blieskastel
35099;Burgwald
56291;Lingerhahn
45130;Essen
67753;Reipoltskirchen
77731;Willstätt
74924;Neckarbischofsheim
66265;Heusweiler
55629;Schwarzerden
67305;Ramsen
76131;Karlsruhe
54619;Heckhuscheid
74394;Hessigheim
52441;Linnich
54668;Peffingen
97256;Geroldshausen
54426;Naurath (Wald)
53113;Bonn
54570;Densborn
67105;Schifferstadt
78357;Mühlingen
78549;Spaichingen
68161;Mannheim
55743;Fischbach
46537;Dinslaken
73066;Uhingen
55246;Mainz-Kostheim
54340;Thörnich
65451;Kelsterbach
52511;Geilenkirchen
67281;Bissersheim
54608;Oberlascheid
36358;Herbstein
32312;Lübbecke
74074;Heilbronn
56321;Brey
64653;Lorsch, Karolingerstadt
70771;Leinfelden-Echterdingen
76831;Eschbach
55595;Winterbach
66453;Gersheim
57635;Hasselbach
54668;Ferschweiler
65623;Hahnstätten
73450;Neresheim
76829;Landau
54316;Hinzenburg
55592;Raumbach
75385;Lautenbachhof
57635;Hirz-Maulsbach
66459;Kirkel
79288;Gottenheim
65189;Wiesbaden
79725;Laufenburg
35585;Wetzlar
66869;Schellweiler
57539;Bruchertseifen
63743;Aschaffenburg
55546;Tiefenthal
71296;Heimsheim
54675;Fischbach-Oberraden
55483;Schlierschied
57518;Steineroth
50937;Köln
67158;Ellerstadt
72356;Dautmergen
74864;Fahrenbach
55234;Esselborn
57537;Hövels
53359;Rheinbach
56357;Himmighofen
67122;Altrip
54655;Kyllburgweiler
71299;Wimsheim
54314;Zerf
36355;Grebenhain
33415;Verl
74257;Untereisesheim
57610;Michelbach
78267;Aach
34121;Kassel
53572;Unkel
55774;Baumholder
44369;Dortmund
54340;Longuich
40213;Düsseldorf
54673;Waldhof-Falkenstein
56414;Steinefrenz
88633;Heiligenberg
57583;Nauroth
53520;Dümpelfeld
66119;Saarbrücken
53175;Bonn
54427;Kell am See
57629;Stein-Wingert
66625;Nohfelden
78467;Konstanz
78199;Bräunlingen
54317;Gutweiler
41065;Mönchengladbach
55595;Traisen
52477;Alsdorf
55483;Unzenberg
55776;Berglangenbach
54453;Nittel
73574;Mühlhölzle
64739;Höchst i. Odw.
66871;Oberalben
NN;Gutsbezirk Kaufunger Wald
36142;Tann (Rhön)
52396;Heimbach
73084;Salach
79106;Freiburg
78187;Geisingen
59969;Bromskirchen
13349;Berlin
66989;Höheischweiler
56379;Geilnau
76872;Minfeld
53520;Kaltenborn
60325;Frankfurt am Main
35796;Weinbach
41238;Mönchengladbach
56288;Alterkülz
50999;Köln
75385;Dachshof
88422;Tiefenbach
75180;Pforzheim
40699;Erkrath
34308;Bad Emstal
60316;Frankfurt am Main
34474;Diemelstadt
56858;Peterswald-Löffelsch.
55776;Reichenbach
89073;Ulm
42277;Wuppertal
65197;Wiesbaden
55234;Dintesheim
73540;Heubach
74865;Neckarzimmern
71409;Schwaikheim
65345;Eltville am Rhein
56355;Oberbachheim
54472;Veldenz
54673;Scheuern
74639;Schießhof
66907;Glan-Münchweiler
54552;Demerath
54675;Biesdorf
60599;Frankfurt am Main
56220;Sankt Sebastian
56479;Elsoff (Westerwald)
56330;Kobern-Gondorf
67822;Mannweiler-Cölln
61209;Echzell
61276;Weilrod
56459;Härtlingen
44789;Bochum
42499;Hückeswagen
88400;Scholterhaus
57614;Fluterschen
72355;Schömberg
44227;Dortmund
66871;Albessen
79576;Weil am Rhein
34513;Waldeck
59823;Arnsberg
47178;Duisburg
56587;Oberhonnefeld-Gierend
72531;Hohenstein
40210;Düsseldorf
67718;Schmalenberg
54597;Roth bei Prüm
54636;Weidingen
73565;Mooswiese
36369;Lautertal (Vogelsberg)
53518;Leimbach
78462;Konstanz
56412;Untershausen
56244;Hartenfels
53508;Mayschoß
59821;Arnsberg
65824;Schwalbach am Taunus
56743;Mendig
66919;Hettenhausen
33102;Paderborn
67587;Wintersheim
67434;Neustadt a.d.W.
54529;Spangdahlem
74918;Angelbachtal
89192;Rammingen
66957;Kröppen
56379;Hömberg
76879;Ottersheim bei Landau
53229;Bonn
88630;Pfullendorf
51588;Nümbrecht
47804;Krefeld
73342;Bad Ditzenbach
64711;Erbach, Kreisstadt
88376;Königseggwald
72229;Rohrdorf
68305;Mannheim
56858;Sankt Aldegund
55457;Gensingen
79875;Luchle
76261;Karlsruhe
73230;Kirchheim
54294;Trier
88079;Wiesach
32805;Horn-Bad Meinberg
54450;Freudenburg
71729;Erdmannhausen
74321;Bietigheim-Bissingen
88499;Altheim
55608;Schneppenbach
67753;Relsberg
56858;Altlay
89075;Ulm
73655;Pfahlbronner Mühle
55234;Nack
56825;Weiler
42799;Leichlingen
68519;Viernheim
56254;Moselkern
54516;Wittlich
74613;Öhringen
61184;Karben
56424;Moschheim
45327;Essen
56348;Kestert
71642;Ludwigsburg
56357;Lipporn
47799;Krefeld
41517;Grevenbroich
56459;Bellingen
56244;Kuhnhöfen
74673;Mulfingen
34393;Grebenstein
61273;Wehrheim
76135;Karlsruhe
73441;Bopfingen
76189;Karlsruhe
55469;Simmern/Hunsrück
54636;Fließem
53501;Grafschaft
78098;Triberg
56179;Niederwerth
56370;Wasenbach
66996;Schindhard
50170;Kerpen
69126;Heidelberg
57580;Gebhardshain
73466;Lauchheim
74639;Zweiflingen
66957;Hilst
77704;Oberkirch
66871;Konken
74862;Binau
54487;Wintrich
74740;Adelsheim
60323;Frankfurt am Main
55629;Weitersborn
59063;Hamm
55494;Rheinböllen
56379;Steinsberg
67657;Kaiserslautern
35329;Gemünden (Felda)
56412;Horbach
88212;Ravensburg
63674;Altenstadt
72813;St. Johann
86199;Augsburg
55497;Schnorbach
67294;Ilbesheim
36280;Oberaula
55595;Münchwald
65375;Oestrich-Winkel
74867;Neunkirchen
72202;Nagold
59069;Hamm
54597;Lascheid
36304;Alsfeld
58313;Herdecke
54614;Dingdorf
47445;Moers
79837;Ibach
55566;Ippenschied
56567;Neuwied
33609;Bielefeld
35066;Frankenberg (Eder)
54552;Schönbach
73265;Dettingen
56132;Becheln
40476;Düsseldorf
40721;Hilden
54649;Niederpierscheid
79875;Dachsberg
36039;Fulda
54597;Matzerath
41179;Mönchengladbach
35687;Dillenburg
00124;Belgien
57072;Siegen
4361;Esch-sur-Alzette
76857;Silz
54636;Dockendorf
68259;Mannheim
46047;Oberhausen
79859;Schluchsee
66292;Riegelsberg
41061;Mönchengladbach
76889;Klingenmünster
56814;Ernst
74889;Sinsheim
36163;Poppenhausen (Wasserkuppe)
72221;Haiterbach
67754;Eßweiler
74594;Kreßberg
73326;Deggingen
44649;Herne
56427;Siershahn
57610;Gieleroth
53534;Wiesemscheid
67742;Hausweiler
88255;Baindt
64546;Mörfelden-Walldorf
66987;Thaleischweiler-Fröschen
67681;Wartenberg-Rohrbach
56598;Rheinbrohl
71144;Walzenmühle
34253;Lohfelden
46514;Schermbeck
56651;Galenberg
33719;Bielefeld
57632;Berzhausen
56237;Nauort
42853;Remscheid
52525;Waldfeucht
57555;Brachbach
55234;Hochborn
56472;Großseifen
56754;Binningen
57647;Nistertal
54558;Saxler
46119;Oberhausen
55444;Schöneberg
74579;Finkenberg
44141;Dortmund
64579;Gernsheim, Schöfferstadt
47269;Duisburg
40724;Hilden
56357;Eschbach
55430;Urbar
88361;Eichstegen
89597;Unterwachingen
76761;Rülzheim
78465;Insel Mainau
53505;Kirchsahr
50935;Köln
53173;Bonn
54429;Waldweiler
65929;Frankfurt am Main
73575;Kleemeisterei
78588;Denkingen
88213;Ravensburg
65614;Beselich
68723;Plankstadt
51597;Morsbach
54533;Willwerscheid
76133;Karlsruhe
67706;Krickenbach
55767;Niederbrombach
45357;Essen
88433;Schemmerhofen
56288;Spesenroth
64589;Stockstadt am Rhein
47169;Duisburg
56761;Urmersbach
69436;Schönbrunn
34431;Marsberg
78628;Rottweil
33602;Bielefeld
72172;Sulz
59423;Unna
53842;Troisdorf
54597;Kinzenburg
63454;Hanau
36320;Kirtorf
56269;Dierdorf
70806;Kornwestheim
73566;Birkenteich
77975;Ringsheim
44359;Dortmund
54558;Gillenfeld
56182;Urbar
67259;Großniedesheim
97947;Grünsfeld
33154;Paderborn
56332;Wolken
32609;Hüllhorst
67734;Sulzbachtal
57537;Wissen
76833;Frankweiler
69259;Wilhelmsfeld
44791;Bochum
51373;Leverkusen
65599;Dornburg
42653;Solingen
36219;Cornberg
54552;Üdersdorf
48565;Steinfurt
76891;Bobenthal
63654;Büdingen
97900;Külsheim
73655;Haselhof
89077;Ulm
42549;Velbert
48163;Münster
73669;Lichtenwald
71549;Auenwald
55296;Harxheim
64287;Darmstadt
34233;Fuldatal
88636;Illmensee
34633;Ottrau
56825;Schmitt
74523;Einkorn
46509;Xanten
54340;Bekond
53117;Bonn
76872;Freckenfeld
54484;Maring-Noviand
67308;Zellertal
65203;Wiesbaden
72762;Reutlingen
73453;Rötenbach
41468;Neuss
33184;Altenbeken
67822;Oberhausen a.d.Appel
66907;Rehweiler
34123;Kassel
55288;Partenheim
77728;Oppenau
75323;Bad Wildbad
55758;Niederwörresbach
66879;Steinwenden
55624;Rhaunen
72827;Wannweil
56414;Salz
56593;Güllesheim
56869;Mastershausen
59320;Ennigerloh
54646;Niehl
74372;Sersheim
79798;Jestetten
53121;Bonn
73098;Rechberghausen
55758;Wirschweiler
76872;Erlenbach bei Kandel
54584;Gönnersdorf
44145;Dortmund
51375;Leverkusen
56599;Leutesdorf
71063;Sindelfingen
56414;Weroth
54413;Bescheid
67550;Worms
54311;Trierweiler
54597;Rommersheim
65321;Heidenrod
56281;Karbach
56459;Girkenroth
54612;Lasel
57076;Siegen
34317;Habichtswald
55606;Horbach
54655;Kyllburg
66706;Perl
67663;Kaiserslautern
71711;Murr
46238;Bottrop
57629;Steinebach an der Wied
54597;Neuendorf
89601;Schelklingen
55578;Wallertheim
56593;Obersteinebach
66887;Welchweiler
75447;Sternenfels
73249;Wernau
44267;Dortmund
52355;Düren
56242;Nordhofen
72138;Kirchentellinsfurt
57299;Burbach
54552;Strotzbüsch
69190;Walldorf
88422;Moosburg
36326;Antrifttal
55758;Niederhosenbach
67480;Edenkoben
56767;Höchstberg
51702;Bergneustadt
47803;Krefeld
;Guntersblum
35789;Weilmünster, Marktflecken
89155;Erbach
49497;Mettingen
55608;Berschweiler bei Kirn
57578;Elkenroth
89160;Dornstadt
56729;Ettringen
53520;Harscheid
40547;Düsseldorf
78665;Frittlingen
76857;Wernersberg
71543;Wüstenrot
76848;Spirkelbach
54586;Schüller
57612;Helmenzen
56283;Nörtershausen
57629;Kirburg
71067;Sindelfingen
56316;Niederhofen
58706;Menden
56283;Kratzenburg
59227;Ahlen
77883;Ottenhöfen
56332;Hatzenport
57648;Unnau
79258;Hartheim
73614;Wellingshof
79418;Schliengen
76479;Steinmauern
67691;Hochspeyer
66540;Neunkirchen
76889;Dierbach
54518;Plein
55624;Gösenroth
66125;Saarbrücken
68723;Oftersheim
73489;Jagstzell
65191;Wiesbaden
48341;Altenberge
76891;Busenberg
68199;Mannheim
74214;Schöntal
79777;Ühlingen-Birkendorf
57584;Wallmenroth
70439;Stuttgart
56237;Wittgert
50129;Bergheim
72810;Gomaringen
32683;Barntrup
54422;Züsch
74597;Eulenmühle
74930;Ittlingen
47647;Kerken
54340;Naurath (Eifel)
54675;Sinspelt
88379;Unterwaldhausen
56337;Eitelborn
54426;Breit
73457;Essingen
74858;Aglasterhausen
65462;Ginsheim-Gustavsburg
53506;Lind
54570;Bleckhausen
57627;Heuzert
63589;Linsengericht
54636;Ließem
55286;Sulzheim
89188;Merklingen
56340;Osterspai
56729;Boos
42477;Radevormwald auf der Höhe
38533;Rethen
56727;Reudelsterz
64686;Lautertal (Odenwald)
56377;Nassau
35688;Dillenburg
79674;Todtnau
41541;Dormagen
55118;Mainz
56761;Müllenbach
79282;Ballrechten-Dottingen
40668;Meerbusch
74670;Forchtenberg
55767;Rötsweiler-Nockenthal
67365;Schwegenheim
52156;Monschau
67822;Finkenbach-Gersweiler
56414;Dreikirchen
78733;Aichhalden
56283;Mermuth
56812;Cochem
79395;Neuenburg
56472;Nisterberg
41747;Viersen
56648;Saffig
34281;Gudensberg
65558;Kaltenholzhausen
55758;Sonnschied
73728;Esslingen
76596;Forbach
63477;Maintal
55100;Mainz
33659;Bielefeld
54518;Rivenich
55457;Horrweiler
67591;Mörstadt
36396;Steinau an der Straße, Brüder-Grimm-Stadt
56357;Geisig
76870;Kandel
73095;Albershausen
54552;Udler
73760;Ostfildern
75175;Pforzheim
52070;Aachen
67310;Hettenleidelheim
56769;Arbach
56479;Oberroßbach
79356;Eichstetten
89165;Unterführbuch
67483;Kleinfischlingen
79098;Freiburg
71384;Weinstadt
75399;Untere Mühle
63069;Offenbach am Main
54340;Riol
54570;Weidenbach
64646;Heppenheim (Bergstraße), Kreisstadt
76774;Leimersheim
53347;Alfter
51519;Odenthal
60311;Frankfurt am Main
63607;Wächtersbach
73575;Horner Mühle
67744;Medard
65835;Liederbach am Taunus
40549;Düsseldorf
57632;Flammersfeld
54413;Damflos
55481;Rödern
53426;Dedenbach
54646;Brimingen
8531;ELL
32832;Augustdorf
56288;Bell (Hunsrück)
54472;Burgen
71711;Steinheim
55234;Wendelsheim
32602;Vlotho
88374;Hoßkirch
59229;Ahlen
56357;Dornholzhausen
78476;Allensbach
55270;Schwabenheim a.d.Selz
88459;Rudeshof
37297;Berkatal
58840;Plettenberg
66894;Gerhardsbrunn
56357;Oelsberg
60431;Frankfurt am Main
84028;Landshut
55278;Dolgesheim
66887;Elzweiler
69123;Heidelberg
54349;Trittenheim
52222;Stolberg
57612;Ölsen
56322;Spay
36251;Bad Hersfeld, Kreisstadt
54673;Dauwelshausen
88422;Seekirch
66909;Steinbach am Glan
41372;Niederkrüchten
66509;Rieschweiler-Mühlbach
40599;Düsseldorf
75391;Gechingen
56472;Lautzenbrücken
56290;Gödenroth
33647;Bielefeld
67808;Falkenstein
54597;Merlscheid
76889;Schweighofen
73450;Hochstatter Hof
56584;Anhausen
65556;Limburg a. d. Lahn
53127;Bonn
74532;Landturm
40231;Düsseldorf
56729;Siebenbach
40597;Düsseldorf
42289;Wuppertal
74939;Zuzenhausen
53940;Hellenthal
67112;Mutterstadt
57629;Linden
74239;Hardthausen
41068;Mönchengladbach
54570;Meisburg
73104;Börtlingen
66333;Völklingen
69242;Mühlhausen
75392;Deckenpfronn
71332;Waiblingen
67229;Gerolsheim
91522;Ansbach
55758;Asbach
35102;Lohra
65936;Frankfurt am Main
76332;Bad Herrenalb
67125;Dannstadt-Schauernheim
66121;Saarbrücken
55590;Meisenheim
88422;Kanzach
59302;Oelde
32049;Herford
73349;Eselhöfe
72820;Sonnenbühl
71334;Waiblingen
55758;Veitsrodt
56073;Koblenz
56459;Kaden
54316;Lampaden
56598;Hammerstein
00016;Thüringen
54655;Etteldorf
67744;Rathskirchen
55469;Horn
36367;Wartenberg
64293;Darmstadt
56332;Brodenbach
48268;Greven
66903;Gries
74937;Spechbach
56477;Zehnhausen b.Rennerod
56338;Braubach
61169;Friedberg (Hessen), Kreisstadt
65474;Bischofsheim
66871;Etschberg
57614;Oberwambach
74744;Ahorn
74193;Schwaigern
56761;Hambuch
72160;Oberhof
56357;Gemmerich
00011;Berlin
56746;Kempenich
71277;Rutesheim
59425;Unna
57577;Hamm
63303;Dreieich
56412;Niederelbert
68775;Ketsch
48683;Ahaus
54689;Affler
40219;Düsseldorf
78580;Hammer
56288;Lahr
54411;Hermeskeil
57644;Winkelbach
45279;Essen
47625;Kevelaer
64331;Weiterstadt
59757;Arnsberg
66646;Marpingen
69250;Schönau
NN;Gutsbezirk Reinhardswald
46519;Alpen
54597;Seiwerath
35641;Schöffengrund
54578;Oberbettingen
61200;Wölfersheim
56414;Obererbach
56271;Mündersbach
60488;Frankfurt am Main
57627;Gehlert
88527;Unlingen
35114;Haina (Kloster)
74249;Buchhof, Gem Öhringen
71111;Obere Kleinmichelesmühle
55234;Eppelsheim
65558;Cramberg
79868;Feldberg
40468;Düsseldorf
55490;Henau
66346;Püttlingen
32105;Bad Salzuflen
75449;Wurmberg
54636;Ehlenz
L-4626;Obercorn
63697;Hirzenhain
58636;Iserlohn
67744;Kirrweiler
66879;Oberstaufenbach
54470;Graach an der Mosel
55469;Altweidelbach
53533;Eichenbach
79219;Staufen
56642;Kruft
48712;Gescher
55481;Schwarzen
58644;Iserlohn
41464;Neuss
70191;Stuttgart
57632;Burglahr
73453;Brandhof
44329;Dortmund
66887;Sankt Julian
49545;Tecklenburg
74855;Haßmersheim
73274;Notzingen
67240;Bobenheim-Roxheim
76593;Gernsbach
56479;Willingen
33824;Werther
65629;Niederneisen
56767;Lirstal
76889;Steinfeld
45289;Essen
53547;Kasbach-Ohlenberg
57223;Kreuztal
73734;Esslingen
55120;Mainz
55571;Odernheim am Glan
78354;Sipplingen
73666;Baltmannsweiler
65611;Brechen
73557;Mutlangen
55758;Sien
56766;Ulmen
54675;Obergeckler
72658;Bempflingen
78073;Bad Dürrheim
88486;Kirchberg
44807;Bochum
41199;Mönchengladbach
48366;Laer
74679;Weißbach
66386;St. Ingbert
74925;Epfenbach
78607;Talheim
36041;Fulda
56566;Neuwied
64823;Groß-Umstadt
57632;Walterschen
76846;Hauenstein
79713;Bad Säckingen
32760;Detmold
79336;Herbolzheim
55776;Ruschberg
56479;Niederroßbach
56412;Gackenbach
42855;Remscheid
50674;Köln
48612;Horstmar der Burgmannshöfe
55481;Dillendorf
48165;Münster
56761;Eulgem
45479;Mülheim an der Ruhr
79346;Endingen
57645;Nister
54533;Dierfeld
88631;Beuron
65553;Limburg a. d. Lahn
67685;Erzenhausen
66978;Merzalben
45134;Essen
42105;Wuppertal
56424;Mogendorf
55444;Schweppenhausen
77796;Mühlenbach
79362;Forchheim
68753;Waghäusel
56276;Großmaischeid
56751;Gering
71579;Spiegelberg
79677;Böllen
69115;Heidelberg
88499;Riedlingen
54533;Greimerath
56459;Rothenbach
72359;Dotternhausen
34497;Korbach, Kreisstadt
53902;Bad Münstereifel
73054;Eislingen
58507;Lüdenscheid
71739;Oberriexingen
55471;Fronhofen
54472;Hochscheid
71111;Burkhardtsmühle
;Schieren
67591;Offstein
53506;Rech
88477;Schwendi
88368;Bergatreute
73568;Weggen-Ziegelhütte
73072;Donzdorf
42655;Solingen
56244;Helferskirchen
74547;Untermünkheim
54673;Krautscheid
56858;Liesenich
70178;Stuttgart
33689;Bielefeld
54636;Niederweiler
54589;Kerschenbach
78148;Gütenbach
57627;Marzhausen
55491;Büchenbeuren
88515;Langenenslingen
45899;Gelsenkirchen
54636;Oberweis
77743;Neuried
54570;Mürlenbach
56828;Alflen
71065;Sindelfingen
71735;Eberdingen
71116;Gärtringen
48455;Bad Bentheim
54673;Plascheid
72072;Tübingen
56414;Zehnhausen b.Wallmerod
67826;Hallgarten
54552;Sarmersbach
55276;Oppenheim
67346;Speyer
73569;Bräunlesrain
57518;Betzdorf
73568;Leinhäusle
55758;Sulzbach
55432;Niederburg
56288;Braunshorn
69412;Eberbach
67806;Teschenmoschel
56729;Welschenbach
75365;Calw
44625;Herne
75038;Oberderdingen
37194;Wahlsburg
67699;Heiligenmoschel
54411;Rorodt
55758;Sensweiler
65232;Taunusstein
71577;Hals
56340;Dachsenhausen
56626;Andernach
42399;Wuppertal
53534;Bauler
54646;Bettingen
88255;Baienfurt
55437;Nieder-Hilbersheim
67147;Forst an der Weinstr.
56357;Niederbachheim
50171;Kerpen
56132;Dausenau
56825;Beuren
55234;Bermersheim v.d.Höhe
70180;Stuttgart
55608;Hausen
73579;Schechingen
53757;Sankt Augustin
56370;Eisighofen
78056;Villingen-Schwenningen
54668;Niederweis
32369;Rahden
56414;Hundsangen
66359;Bous
74182;Obersulm
57399;Kirchhundem
35075;Gladenbach
44867;Bochum
88267;Vogt
69198;Schriesheim
35415;Pohlheim
73497;Tannhausen
66877;Ramstein-Miesenbach
77709;Wolfach
57612;Volkerzen
55765;Dienstweiler
56745;Rieden
79276;Reute
75203;Königsbach-Stein
65812;Bad Soden am Taunus
53520;Reifferscheid
54552;Darscheid
36160;Dipperz
67165;Waldsee
36148;Kalbach
75339;Höfen
55592;Rehborn
69493;Hirschberg
73568;Durlangen
55471;Ravengiersburg
56861;Reil
65558;Langenscheid
73337;Bad Überkingen
66909;Wahnwegen
67593;Bermersheim
72361;Hausen
75059;Egonmühle
64401;Groß-Bieberau
63699;Kefenrod
67814;Jakobsweiler
61348;Bad Homburg v. d. Höhe
48356;Nordwalde
47055;Duisburg
34369;Hofgeismar
66894;Martinshöhe
52459;Inden
56769;Retterath
55758;Herborn
56593;Horhausen
69226;Nußloch
56291;Norath
54470;Lieser
89619;Unterstadion
54424;Thalfang
57629;Müschenbach
35586;Wetzlar
59348;Lüdinghausen
53604;Bad Honnef
54673;Zweifelscheid
34131;Kassel
35274;Kirchhain
54457;Wincheringen
55278;Eimsheim
65558;Isselbach
67724;Gundersweiler
54673;Gemünd
54673;Bauler
54439;Merzkirchen
56379;Horhausen
70597;Stuttgart
56220;Bassenheim
56457;Hergenroth
66954;Pirmasens
